time_ms,heading,roll,pitch,ax,ay,az,gx,gy,gz
1312164,184.31,-3.62,-17.44,-0.610,3.010,9.340,0.187,0.187,-0.187
1312186,184.31,-3.62,-17.44,-0.610,3.020,9.380,0.250,-0.062,-0.062
1312208,184.31,-3.62,-17.44,-0.610,3.050,9.440,0.312,0.062,-0.125
1312234,184.31,-3.62,-17.44,-0.590,3.020,9.420,0.250,0.312,-0.062
1312256,184.31,-3.62,-17.44,-0.590,3.050,9.420,0.375,0.125,0.062
1312278,184.31,-3.62,-17.44,-0.620,3.000,9.380,0.125,0.062,0.187
1312304,184.31,-3.62,-17.44,-0.580,2.980,9.370,0.000,0.000,-0.125
1312326,184.31,-3.62,-17.44,-0.610,3.010,9.380,0.250,0.250,0.125
1312348,184.31,-3.62,-17.44,-0.600,3.040,9.410,0.375,0.312,-0.062
1312370,184.31,-3.62,-17.44,-0.600,3.030,9.410,0.187,0.062,0.062
1312395,184.31,-3.62,-17.44,-0.590,3.010,9.420,0.187,-0.187,0.000
1312417,184.31,-3.62,-17.44,-0.600,3.030,9.410,-0.125,0.125,-0.062
1312439,184.31,-3.62,-17.44,-0.610,3.010,9.400,-0.187,0.062,-0.062
1312465,184.31,-3.62,-17.44,-0.610,3.040,9.410,-0.125,0.250,0.062
1312487,184.31,-3.62,-17.44,-0.590,3.030,9.400,0.062,0.062,0.062
1312509,184.31,-3.62,-17.44,-0.610,3.020,9.400,-0.062,-0.125,0.062
1312535,184.31,-3.62,-17.44,-0.610,3.010,9.410,0.125,-0.062,-0.062
1312557,184.31,-3.62,-17.44,-0.600,3.010,9.400,0.375,-0.062,0.000
1312579,184.31,-3.62,-17.44,-0.610,3.020,9.360,0.125,0.062,-0.125
1312605,184.31,-3.62,-17.44,-0.590,3.010,9.420,0.187,0.125,0.000
1312627,184.31,-3.62,-17.44,-0.620,3.040,9.410,0.000,0.062,0.000
1312649,184.31,-3.62,-17.44,-0.590,3.040,9.430,0.187,-0.062,0.000
1312671,184.31,-3.62,-17.44,-0.610,3.020,9.400,0.000,0.062,0.125
1312696,184.31,-3.62,-17.44,-0.600,3.010,9.370,-0.062,0.125,0.000
1312718,184.31,-3.62,-17.44,-0.600,3.030,9.440,-0.250,0.062,-0.062
1312740,184.31,-3.62,-17.44,-0.600,3.020,9.360,-0.062,0.062,0.000
1312766,184.31,-3.62,-17.44,-0.610,3.030,9.420,0.312,0.062,-0.062
1312788,184.31,-3.62,-17.44,-0.580,3.020,9.420,0.250,0.062,-0.187
1312810,184.31,-3.62,-17.44,-0.620,3.030,9.410,0.000,0.062,-0.062
1312836,184.31,-3.62,-17.44,-0.610,3.010,9.390,-0.187,-0.062,0.062
1312858,184.31,-3.62,-17.44,-0.600,3.020,9.390,-0.187,0.062,-0.125
1312880,184.31,-3.62,-17.44,-0.610,3.020,9.390,-0.062,0.062,0.062
1312907,184.31,-3.62,-17.44,-0.620,3.020,9.400,0.125,0.062,0.000
1312929,184.31,-3.62,-17.44,-0.600,3.030,9.370,0.250,0.000,-0.062
1312952,184.31,-3.62,-17.44,-0.600,3.040,9.400,0.312,0.000,-0.062
1312975,184.31,-3.62,-17.44,-0.610,3.040,9.400,-0.187,-0.062,-0.062
1312998,184.31,-3.62,-17.44,-0.600,3.030,9.420,-0.187,0.000,-0.125
1313020,184.31,-3.62,-17.44,-0.620,3.030,9.390,-0.187,0.000,0.125
1313047,184.31,-3.62,-17.44,-0.630,3.000,9.380,-0.062,-0.062,0.000
1313069,184.31,-3.62,-17.44,-0.610,3.020,9.390,0.125,0.000,0.062
1313091,184.31,-3.62,-17.44,-0.610,3.040,9.400,0.250,0.000,0.062
1313117,184.31,-3.62,-17.44,-0.610,3.020,9.390,0.062,0.062,-0.062
1313139,184.31,-3.62,-17.44,-0.600,3.040,9.390,-0.125,0.125,-0.062
1313161,184.31,-3.62,-17.44,-0.610,3.040,9.410,-0.062,-0.187,0.125
1313188,184.31,-3.62,-17.44,-0.610,3.090,9.360,-1.250,-0.500,0.187
1313210,184.31,-3.62,-17.37,-0.600,2.980,9.430,-1.937,-0.812,0.187
1313232,184.31,-3.62,-17.37,-0.560,2.970,9.470,-1.750,-0.687,0.375
1313258,184.31,-3.62,-17.31,-0.610,2.980,9.380,-1.125,-0.187,-0.062
1313280,184.31,-3.62,-17.31,-0.600,2.990,9.400,-0.562,-0.250,0.000
1313302,184.31,-3.62,-17.31,-0.580,2.960,9.380,-0.062,-0.187,0.062
1313324,184.31,-3.62,-17.31,-0.600,2.990,9.350,0.750,0.062,-0.062
1313348,184.31,-3.62,-17.31,-0.610,3.000,9.430,1.000,0.375,-0.062
1313370,184.31,-3.62,-17.37,-0.600,3.020,9.420,1.125,0.500,-0.312
1313392,184.31,-3.62,-17.37,-0.590,3.030,9.410,1.000,0.312,-0.062
1313418,184.31,-3.62,-17.44,-0.620,3.060,9.440,0.750,0.062,-0.125
1313440,184.31,-3.62,-17.44,-0.580,2.960,9.380,0.375,0.062,-0.062
1313462,184.31,-3.62,-17.44,-0.590,3.010,9.350,0.062,0.187,0.125
1313488,184.31,-3.62,-17.44,-0.610,3.020,9.450,0.562,0.187,-0.125
1313510,184.31,-3.62,-17.44,-0.620,2.990,9.380,0.562,0.312,-0.062
1313532,184.31,-3.62,-17.44,-0.600,2.980,9.370,0.750,0.250,-0.187
1313559,184.31,-3.62,-17.44,-0.630,3.030,9.390,0.437,0.062,-0.062
1313581,184.31,-3.62,-17.44,-0.600,3.050,9.450,0.000,-0.125,0.000
1313603,184.31,-3.62,-17.44,-0.600,3.020,9.370,-0.437,-0.375,0.062
1313625,184.31,-3.62,-17.44,-0.590,3.010,9.400,-0.250,0.000,0.000
1313649,184.31,-3.62,-17.44,-0.590,2.990,9.380,-0.187,-0.062,-0.062
1313671,184.31,-3.62,-17.44,-0.600,2.990,9.380,-0.062,-0.062,0.000
1313693,184.31,-3.62,-17.44,-0.600,2.990,9.410,0.375,-0.125,-0.062
1313720,184.31,-3.62,-17.44,-0.610,3.050,9.390,0.375,0.125,-0.062
1313742,184.31,-3.62,-17.44,-0.610,3.040,9.420,0.187,0.000,-0.062
1313766,184.31,-3.62,-17.44,-0.610,3.040,9.410,-0.250,-0.125,-0.062
1313790,184.31,-3.62,-17.44,-0.610,3.020,9.390,-0.312,-0.125,0.000
1313812,184.31,-3.62,-17.44,-0.600,3.010,9.400,-0.312,-0.250,0.125
1313835,184.31,-3.62,-17.44,-0.600,3.030,9.400,-0.187,0.062,-0.125
1313860,184.31,-3.62,-17.44,-0.600,3.010,9.400,-0.562,-0.125,0.062
1313882,184.31,-3.62,-17.44,-0.600,3.020,9.400,-1.062,-0.312,0.125
1313904,184.31,-3.62,-17.37,-0.600,3.020,9.430,-0.687,-0.375,0.187
1313926,184.31,-3.62,-17.37,-0.590,3.010,9.400,-0.562,0.000,-0.125
1313951,184.31,-3.62,-17.37,-0.600,3.010,9.390,-0.562,-0.250,0.062
1313973,184.31,-3.62,-17.37,-0.600,3.010,9.430,-0.375,-0.437,0.062
1313998,184.31,-3.62,-17.37,-0.570,2.980,9.430,0.312,-0.062,0.062
1314021,184.31,-3.62,-17.37,-0.610,3.010,9.390,0.500,0.250,-0.062
1314043,184.31,-3.62,-17.37,-0.600,3.010,9.400,0.750,0.312,-0.062
1314066,184.31,-3.62,-17.44,-0.570,3.020,9.420,0.687,0.250,0.000
1314091,184.31,-3.62,-17.44,-0.610,3.030,9.460,0.750,0.437,-0.312
1314113,184.31,-3.62,-17.44,-0.610,3.020,9.370,0.437,0.187,-0.187
1314135,184.31,-3.62,-17.44,-0.600,3.000,9.370,0.312,-0.062,0.000
1314161,184.31,-3.62,-17.44,-0.590,3.030,9.450,0.625,0.187,-0.062
1314183,184.31,-3.62,-17.44,-0.600,3.020,9.390,0.625,0.187,-0.187
1314205,184.31,-3.62,-17.44,-0.590,3.040,9.360,0.875,0.125,-0.125
1314227,184.31,-3.62,-17.44,-0.610,3.030,9.410,0.250,-0.062,0.000
1314252,184.31,-3.62,-17.44,-0.610,3.010,9.420,-0.062,-0.250,0.000
1314274,184.31,-3.62,-17.44,-0.600,3.030,9.390,-0.375,-0.062,0.000
1314299,184.31,-3.62,-17.44,-0.600,2.990,9.380,-0.187,-0.062,-0.062
1314322,184.31,-3.62,-17.44,-0.590,3.010,9.390,0.062,0.062,0.062
1314344,184.31,-3.62,-17.44,-0.600,3.030,9.420,0.187,0.125,0.000
1314368,184.31,-3.62,-17.44,-0.600,3.030,9.400,0.437,0.062,0.000
1314392,184.31,-3.62,-17.44,-0.610,3.030,9.390,0.500,-0.062,0.000
1314414,184.31,-3.62,-17.44,-0.610,3.050,9.410,0.062,0.000,0.000
1314436,184.31,-3.62,-17.44,-0.610,3.040,9.370,-0.250,0.062,0.000
1314462,184.31,-3.62,-17.44,-0.600,3.020,9.380,-0.312,-0.062,0.000
1314484,184.31,-3.62,-17.44,-0.590,3.010,9.380,-0.187,-0.062,0.000
1314506,184.31,-3.62,-17.44,-0.610,3.010,9.410,0.000,0.062,-0.187
1314528,184.31,-3.62,-17.44,-0.600,3.040,9.430,0.250,0.187,-0.062
1314553,184.31,-3.62,-17.44,-0.610,3.030,9.400,0.312,0.125,-0.062
1314575,184.31,-3.62,-17.44,-0.600,3.020,9.410,0.187,0.062,-0.062
1314600,184.31,-3.62,-17.44,-0.600,3.030,9.390,-0.062,0.062,-0.062
1314623,184.31,-3.62,-17.44,-0.600,3.040,9.410,0.125,0.000,0.000
1314645,184.31,-3.62,-17.44,-0.600,3.010,9.380,0.125,0.000,-0.062
1314669,184.31,-3.62,-17.44,-0.570,3.010,9.380,0.000,0.125,0.000
1314693,184.31,-3.62,-17.44,-0.600,3.020,9.380,0.187,0.000,-0.062
1314715,184.31,-3.62,-17.44,-0.630,3.030,9.410,0.312,0.125,0.000
1314737,184.31,-3.62,-17.44,-0.610,3.030,9.390,0.250,0.187,-0.187
1314763,184.31,-3.62,-17.44,-0.600,3.050,9.380,0.187,0.000,-0.125
1314785,184.31,-3.62,-17.44,-0.620,3.030,9.380,0.125,0.000,-0.062
1314807,184.31,-3.62,-17.44,-0.620,3.030,9.390,0.062,-0.062,0.062
1314829,184.31,-3.62,-17.44,-0.610,3.010,9.400,-0.625,-0.250,0.000
1314854,184.31,-3.62,-17.44,-0.600,3.010,9.430,-0.375,0.000,-0.125
1314876,184.31,-3.62,-17.44,-0.600,3.040,9.400,-0.187,0.062,-0.187
1314901,184.31,-3.62,-17.44,-0.630,3.030,9.370,-0.250,0.062,-0.187
1314924,184.31,-3.62,-17.44,-0.600,3.020,9.380,-0.125,0.000,-0.062
1314946,184.31,-3.62,-17.44,-0.590,3.050,9.420,0.062,-0.187,0.125
1314969,184.31,-3.62,-17.44,-0.590,3.030,9.400,0.062,0.187,0.062
1314994,184.31,-3.62,-17.44,-0.600,3.000,9.380,-0.062,-0.125,-0.062
1315016,184.31,-3.62,-17.44,-0.600,2.980,9.380,-0.187,0.000,-0.062
1315038,184.31,-3.62,-17.44,-0.600,3.030,9.410,0.000,-0.187,-0.062
1315064,184.31,-3.62,-17.44,-0.620,3.010,9.380,0.062,0.000,0.000
1315086,184.31,-3.62,-17.44,-0.610,3.020,9.380,-0.062,-0.062,-0.062
1315108,184.31,-3.62,-17.44,-0.590,3.020,9.390,0.437,0.000,0.187
1315130,184.31,-3.62,-17.44,-0.600,3.040,9.370,0.125,0.062,0.125
1315155,184.31,-3.62,-17.44,-0.600,3.020,9.390,0.437,0.000,0.125
1315177,184.31,-3.62,-17.44,-0.600,3.020,9.390,0.500,0.125,0.125
1315201,184.31,-3.62,-17.50,-0.610,3.050,9.390,0.687,0.062,0.187
1315225,184.37,-3.62,-17.50,-0.650,3.020,9.380,0.875,-0.062,0.312
1315247,184.37,-3.62,-17.50,-0.620,3.030,9.360,1.000,-0.125,0.437
1315269,184.37,-3.62,-17.56,-0.580,3.070,9.380,0.687,0.250,-0.125
1315295,184.37,-3.62,-17.56,-0.620,3.050,9.410,0.687,0.312,0.062
1315317,184.37,-3.62,-17.56,-0.590,3.050,9.400,0.312,0.250,-0.125
1315339,184.37,-3.62,-17.56,-0.640,3.030,9.370,-0.062,0.062,0.062
1315365,184.37,-3.62,-17.56,-0.610,3.040,9.400,-0.187,-0.187,0.125
1315387,184.37,-3.62,-17.56,-0.610,3.040,9.400,-0.062,-0.187,0.000
1315409,184.37,-3.62,-17.56,-0.600,3.030,9.390,0.125,-0.250,0.125
1315431,184.37,-3.62,-17.56,-0.610,3.030,9.370,0.312,-0.062,0.062
1315456,184.37,-3.62,-17.56,-0.590,3.060,9.390,0.375,0.125,0.062
1315478,184.37,-3.62,-17.56,-0.610,3.070,9.390,0.187,0.000,0.125
1315502,184.37,-3.62,-17.56,-0.610,3.030,9.390,-0.125,0.125,0.000
1315526,184.37,-3.62,-17.56,-0.610,3.010,9.380,0.062,0.062,0.062
1315548,184.37,-3.62,-17.56,-0.610,3.030,9.390,0.187,0.187,0.000
1315570,184.37,-3.62,-17.56,-0.590,3.030,9.410,0.000,-0.062,0.062
1315596,184.37,-3.62,-17.56,-0.610,3.040,9.380,0.375,-0.062,0.000
1315618,184.37,-3.62,-17.56,-0.610,3.040,9.400,0.437,0.187,-0.062
1315640,184.37,-3.62,-17.56,-0.600,3.040,9.380,0.500,0.187,-0.062
1315666,184.37,-3.62,-17.56,-0.620,3.050,9.390,0.312,-0.062,0.125
1315688,184.37,-3.62,-17.56,-0.660,3.050,9.370,-1.125,-0.375,-0.062
1315710,184.37,-3.62,-17.50,-0.610,3.040,9.390,-1.000,-0.312,0.062
1315732,184.37,-3.62,-17.50,-0.580,3.030,9.440,-0.375,0.250,-0.062
1315757,184.37,-3.62,-17.50,-0.610,2.990,9.380,-0.187,0.187,-0.187
1315779,184.37,-3.62,-17.50,-0.620,3.010,9.390,0.062,0.125,0.000
1315801,184.37,-3.62,-17.50,-0.600,3.050,9.390,0.437,-0.125,0.125
1315827,184.37,-3.62,-17.50,-0.600,3.050,9.410,0.500,-0.062,0.062
1315849,184.37,-3.62,-17.50,-0.600,3.040,9.380,0.125,-0.125,0.187
1315871,184.37,-3.62,-17.50,-0.610,3.060,9.400,-0.187,-0.187,0.062
1315897,184.37,-3.62,-17.50,-0.620,3.030,9.390,-0.750,-0.062,0.125
1315919,184.31,-3.62,-17.50,-0.600,3.040,9.400,-0.562,0.062,0.000
1315941,184.31,-3.62,-17.50,-0.620,3.050,9.380,-0.250,-0.312,0.187
1315967,184.31,-3.62,-17.50,-0.600,3.010,9.420,0.312,-0.125,0.062
1315989,184.31,-3.62,-17.50,-0.590,3.030,9.420,0.375,-0.125,0.187
1316011,184.31,-3.62,-17.50,-0.590,3.010,9.400,-0.062,-0.062,0.125
1316033,184.31,-3.62,-17.50,-0.610,3.030,9.390,-0.187,-0.187,0.312
1316058,184.31,-3.62,-17.50,-0.600,3.030,9.390,-0.375,-0.250,0.187
1316080,184.31,-3.62,-17.50,-0.600,3.020,9.390,-0.562,-0.125,0.125
1316103,184.31,-3.62,-17.50,-0.600,3.020,9.400,0.000,-0.250,0.187
1316128,184.31,-3.62,-17.50,-0.600,3.030,9.400,0.062,-0.062,0.125
1316150,184.31,-3.62,-17.50,-0.600,3.020,9.410,0.125,0.062,0.000
1316172,184.31,-3.62,-17.50,-0.620,3.020,9.380,0.062,0.125,0.125
1316198,184.31,-3.62,-17.50,-0.600,3.040,9.390,0.125,0.125,0.125
1316220,184.31,-3.62,-17.50,-0.610,3.020,9.400,-0.062,-0.125,0.062
1316242,184.31,-3.62,-17.50,-0.600,3.030,9.380,-0.062,-0.187,0.187
1316268,184.31,-3.62,-17.50,-0.590,3.030,9.410,-0.250,0.000,0.062
1316290,184.31,-3.62,-17.50,-0.620,3.040,9.360,-0.187,-0.187,0.125
1316312,184.31,-3.62,-17.50,-0.590,3.010,9.410,0.000,-0.062,0.062
1316334,184.31,-3.62,-17.50,-0.610,3.010,9.380,-0.062,0.062,-0.125
1316359,184.31,-3.62,-17.50,-0.590,3.030,9.400,0.187,0.000,0.062
1316381,184.31,-3.62,-17.50,-0.600,3.020,9.390,0.312,0.000,0.062
1316403,184.31,-3.62,-17.50,-0.610,3.020,9.410,0.437,0.062,0.000
1316429,184.31,-3.62,-17.50,-0.610,3.070,9.430,0.250,0.000,0.187
1316451,184.31,-3.62,-17.50,-0.600,3.020,9.380,0.187,-0.250,0.000
1316473,184.31,-3.62,-17.50,-0.590,3.050,9.420,0.062,-0.062,0.062
1316499,184.31,-3.62,-17.50,-0.580,2.990,9.430,-0.062,-0.187,0.062
1316521,184.31,-3.62,-17.50,-0.610,2.990,9.390,0.000,0.062,0.062
1316543,184.31,-3.62,-17.50,-0.610,3.010,9.380,0.312,0.250,0.062
1316569,184.31,-3.62,-17.50,-0.630,3.060,9.390,0.062,-0.125,0.125
1316591,184.31,-3.62,-17.50,-0.610,3.040,9.410,0.187,-0.125,0.125
1316613,184.31,-3.62,-17.50,-0.590,3.040,9.420,0.062,-0.187,0.250
1316635,184.31,-3.62,-17.50,-0.600,3.010,9.410,-0.500,-0.437,0.312
1316660,184.31,-3.62,-17.50,-0.600,3.000,9.400,-0.187,0.000,0.062
1316682,184.31,-3.62,-17.50,-0.600,3.010,9.400,0.250,0.125,0.125
1316704,184.31,-3.62,-17.50,-0.590,2.990,9.370,0.562,0.187,0.125
1316730,184.37,-3.62,-17.50,-0.600,3.020,9.410,0.500,0.312,0.062
1316752,184.37,-3.62,-17.50,-0.610,3.040,9.410,0.312,0.000,-0.062
1316774,184.37,-3.62,-17.50,-0.600,3.040,9.440,0.187,0.187,-0.062
1316800,184.37,-3.62,-17.50,-0.580,3.030,9.410,-0.062,0.250,-0.125
1316822,184.37,-3.62,-17.50,-0.610,3.020,9.400,-0.125,0.187,-0.125
1316844,184.37,-3.62,-17.50,-0.610,3.000,9.390,-0.125,0.187,-0.125
1316870,184.37,-3.62,-17.50,-0.590,3.010,9.390,0.125,0.250,-0.125
1316892,184.37,-3.62,-17.50,-0.610,3.020,9.400,0.250,0.187,-0.187
1316914,184.37,-3.62,-17.50,-0.600,3.030,9.380,0.062,-0.062,-0.125
1316936,184.37,-3.62,-17.50,-0.600,3.020,9.410,-0.625,-0.062,-0.062
1316961,184.31,-3.62,-17.50,-0.600,3.030,9.390,-0.312,-0.312,0.000
1316983,184.31,-3.62,-17.50,-0.590,3.020,9.420,-0.312,0.125,-0.187
1317005,184.31,-3.62,-17.50,-0.600,3.040,9.370,-0.250,0.062,-0.062
1317031,184.31,-3.62,-17.50,-0.590,3.010,9.390,0.375,-0.062,0.062
1317053,184.31,-3.62,-17.50,-0.620,3.020,9.380,0.437,0.250,-0.062
1317075,184.31,-3.62,-17.50,-0.600,3.010,9.440,0.562,0.375,-0.187
1317101,184.31,-3.62,-17.50,-0.600,3.020,9.370,0.312,0.250,-0.125
1317123,184.31,-3.62,-17.50,-0.610,3.030,9.420,0.500,0.062,-0.187
1317145,184.31,-3.62,-17.50,-0.590,3.040,9.420,0.062,0.062,-0.062
1317171,184.31,-3.62,-17.50,-0.590,3.010,9.400,0.000,0.187,-0.062
1317193,184.31,-3.62,-17.50,-0.600,3.020,9.360,-0.125,0.125,-0.062
1317215,184.31,-3.62,-17.50,-0.630,3.050,9.380,-0.187,0.125,-0.312
1317237,184.31,-3.62,-17.50,-0.610,3.010,9.420,0.125,0.312,-0.250
1317262,184.37,-3.62,-17.50,-0.620,3.030,9.430,0.750,0.187,-0.312
1317284,184.37,-3.62,-17.50,-0.590,3.040,9.400,0.562,0.312,-0.250
1317306,184.37,-3.62,-17.50,-0.650,3.120,9.480,0.250,0.125,-0.062
1317332,184.31,-3.62,-17.50,-0.550,3.030,9.390,-0.687,-0.375,-0.125
1317354,184.31,-3.62,-17.50,-0.570,3.030,9.470,-0.500,0.250,-0.250
1317376,184.31,-3.62,-17.44,-0.550,3.110,9.330,-1.250,0.000,-0.500
1317402,184.31,-3.62,-17.44,-0.620,2.910,9.490,-0.875,0.062,-0.125
1317424,184.31,-3.62,-17.44,-0.590,3.010,9.390,-0.125,-0.125,-0.062
1317446,184.31,-3.62,-17.44,-0.630,2.960,9.380,0.562,0.187,0.125
1317473,184.31,-3.62,-17.44,-0.600,3.050,9.400,0.750,0.062,0.062
1317495,184.31,-3.62,-17.44,-0.600,3.000,9.370,0.375,0.187,0.062
1317518,184.31,-3.62,-17.44,-0.590,3.060,9.470,0.500,0.062,-0.062
1317540,184.31,-3.62,-17.44,-0.610,3.050,9.390,-0.062,-0.250,0.000
1317564,184.31,-3.62,-17.44,-0.590,3.000,9.390,-0.250,-0.312,0.000
1317586,184.31,-3.62,-17.44,-0.610,2.990,9.380,-0.250,-0.125,0.000
1317613,184.31,-3.62,-17.44,-0.580,2.990,9.380,0.062,-0.250,-0.062
1317635,184.31,-3.62,-17.44,-0.590,3.010,9.400,0.187,0.187,0.000
1317657,184.31,-3.62,-17.44,-0.580,3.040,9.440,0.312,0.250,-0.312
1317684,184.31,-3.62,-17.44,-0.590,3.010,9.400,0.250,0.000,0.000
1317706,184.31,-3.62,-17.44,-0.580,3.010,9.400,0.000,0.250,-0.125
1317731,184.31,-3.62,-17.44,-0.600,3.000,9.430,-0.062,-0.062,-0.125
1317754,184.31,-3.62,-17.44,-0.590,3.000,9.390,-0.187,0.187,-0.187
1317776,184.31,-3.62,-17.44,-0.610,3.010,9.390,-0.125,-0.125,-0.125
1317799,184.31,-3.62,-17.44,-0.590,3.000,9.410,0.250,0.125,-0.125
1317824,184.31,-3.62,-17.44,-0.600,3.040,9.410,0.500,0.250,-0.187
1317846,184.31,-3.62,-17.44,-0.610,3.040,9.400,0.687,0.187,-0.062
1317868,184.31,-3.62,-17.44,-0.610,3.030,9.390,0.437,-0.125,0.000
1317890,184.31,-3.62,-17.44,-0.590,3.010,9.420,0.125,0.062,0.000
1317914,184.31,-3.62,-17.44,-0.600,3.010,9.400,0.000,-0.187,-0.125
1317936,184.31,-3.62,-17.44,-0.600,3.000,9.410,0.000,-0.125,-0.125
1317958,184.31,-3.62,-17.44,-0.580,3.000,9.390,0.125,-0.250,0.125
1317985,184.31,-3.62,-17.44,-0.600,3.000,9.410,0.375,0.000,0.000
1318007,184.31,-3.62,-17.44,-0.600,3.020,9.390,0.375,0.125,-0.062
1318031,184.31,-3.62,-17.44,-0.600,3.020,9.380,0.312,0.062,-0.125
1318055,184.31,-3.62,-17.44,-0.600,3.040,9.420,0.250,0.187,-0.312
1318077,184.31,-3.62,-17.44,-0.600,3.040,9.420,0.062,0.125,-0.125
1318100,184.31,-3.62,-17.44,-0.620,3.030,9.390,0.000,-0.062,-0.125
1318125,184.31,-3.62,-17.44,-0.610,3.010,9.380,0.125,-0.062,-0.125
1318147,184.31,-3.62,-17.44,-0.620,3.020,9.380,0.375,-0.125,0.000
1318169,184.31,-3.62,-17.50,-0.590,3.020,9.380,0.750,0.000,0.062
1318191,184.31,-3.62,-17.50,-0.580,3.050,9.400,0.562,0.187,0.000
1318216,184.31,-3.62,-17.50,-0.610,3.030,9.400,0.562,0.125,-0.125
1318238,184.31,-3.62,-17.50,-0.610,3.030,9.410,-0.125,0.062,-0.062
1318263,184.31,-3.62,-17.50,-0.600,3.020,9.390,-0.250,-0.062,-0.125
1318286,184.31,-3.62,-17.50,-0.600,3.010,9.400,-0.375,0.062,0.000
1318308,184.31,-3.62,-17.50,-0.600,3.010,9.400,-0.187,0.125,0.000
1318332,184.31,-3.62,-17.50,-0.580,3.030,9.410,0.250,-0.125,0.000
1318356,184.31,-3.62,-17.50,-0.580,3.040,9.400,0.187,0.125,0.062
1318378,184.31,-3.62,-17.50,-0.600,3.050,9.390,-0.062,0.062,0.062
1318400,184.31,-3.62,-17.50,-0.600,3.040,9.400,-0.250,0.062,0.125
1318426,184.31,-3.62,-17.50,-0.600,3.010,9.390,-0.437,-0.187,0.062
1318448,184.31,-3.62,-17.50,-0.610,3.020,9.400,-0.250,-0.125,0.000
1318470,184.31,-3.62,-17.50,-0.590,3.010,9.380,-0.062,0.062,0.000
1318492,184.31,-3.62,-17.50,-0.570,3.000,9.410,0.437,0.000,-0.125
1318517,184.37,-3.62,-17.50,-0.620,3.030,9.390,0.562,0.250,-0.125
1318539,184.37,-3.62,-17.50,-0.600,3.060,9.410,0.687,0.500,-0.125
1318563,184.37,-3.62,-17.50,-0.600,3.050,9.400,0.062,0.187,-0.062
1318587,184.37,-3.62,-17.50,-0.590,3.060,9.410,-0.062,0.062,0.000
1318609,184.37,-3.62,-17.50,-0.600,3.040,9.420,-0.375,-0.062,0.000
1318632,184.37,-3.62,-17.50,-0.590,3.050,9.410,-0.562,0.125,-0.062
1318657,184.37,-3.62,-17.50,-0.580,3.010,9.380,-0.375,0.000,0.000
1318679,184.37,-3.62,-17.50,-0.610,3.020,9.380,-0.125,0.125,-0.125
1318701,184.37,-3.62,-17.50,-0.600,3.020,9.380,0.062,0.125,-0.125
1318727,184.37,-3.62,-17.50,-0.600,3.030,9.390,0.250,0.187,-0.062
1318749,184.37,-3.62,-17.50,-0.580,3.040,9.390,0.125,0.312,-0.125
1318771,184.37,-3.62,-17.50,-0.580,3.040,9.400,0.000,0.312,-0.187
1318793,184.37,-3.62,-17.50,-0.620,3.070,9.430,-0.250,0.250,0.000
1318818,184.37,-3.62,-17.50,-0.620,3.050,9.400,-0.437,0.250,-0.125
1318840,184.37,-3.62,-17.50,-0.610,3.050,9.410,-0.625,0.250,-0.062
1318864,184.31,-3.62,-17.50,-0.590,3.020,9.380,-0.687,0.125,-0.062
1318888,184.31,-3.62,-17.44,-0.600,3.010,9.380,-0.437,0.187,-0.062
1318910,184.31,-3.62,-17.44,-0.590,3.010,9.390,-0.187,0.312,-0.125
1318933,184.31,-3.62,-17.44,-0.610,3.010,9.400,0.312,0.250,-0.062
1318958,184.31,-3.62,-17.44,-0.600,3.050,9.400,0.312,0.250,-0.062
1318980,184.31,-3.62,-17.44,-0.620,3.030,9.400,0.187,0.125,0.062
1319002,184.31,-3.62,-17.44,-0.620,3.060,9.380,-0.125,0.250,-0.062
1319028,184.31,-3.62,-17.44,-0.610,3.030,9.410,-0.625,0.187,-0.125
1319050,184.31,-3.62,-17.44,-0.610,3.020,9.360,-0.562,0.187,-0.125
1319072,184.31,-3.62,-17.44,-0.620,3.010,9.380,-0.500,0.125,-0.250
1319094,184.31,-3.62,-17.44,-0.600,3.020,9.400,-0.062,0.062,-0.125
1319119,184.31,-3.62,-17.44,-0.600,3.060,9.380,0.187,0.187,-0.125
1319141,184.31,-3.62,-17.44,-0.610,3.040,9.430,0.187,0.187,0.000
1319165,184.31,-3.62,-17.44,-0.610,3.050,9.430,-0.187,0.000,-0.125
1319189,184.31,-3.62,-17.44,-0.620,3.020,9.400,-0.437,0.125,0.125
1319211,184.31,-3.62,-17.44,-0.640,3.030,9.390,-0.750,0.062,-0.187
1319233,184.31,-3.62,-17.44,-0.600,3.010,9.410,-0.687,0.000,-0.125
1319259,184.31,-3.62,-17.44,-0.590,3.010,9.400,-0.187,-0.062,0.000
1319281,184.31,-3.62,-17.44,-0.600,3.020,9.390,0.312,0.062,-0.062
1319303,184.31,-3.62,-17.44,-0.600,3.040,9.410,0.812,0.062,0.062
1319329,184.31,-3.62,-17.44,-0.600,3.060,9.430,0.437,0.000,0.062
1319351,184.31,-3.62,-17.44,-0.620,3.040,9.390,0.125,-0.062,0.062
1319373,184.31,-3.62,-17.44,-0.620,3.040,9.410,-0.500,-0.062,0.062
1319395,184.31,-3.62,-17.44,-0.610,3.010,9.430,-0.562,-0.312,0.187
1319420,184.31,-3.62,-17.44,-0.600,3.000,9.390,-0.250,-0.250,0.125
1319442,184.31,-3.62,-17.44,-0.590,3.000,9.370,0.375,-0.312,0.187
