time_ms,heading,roll,pitch,ax,ay,az,gx,gy,gz
1304867,184.31,-3.75,-17.56,-0.590,2.980,9.430,-0.062,0.187,-0.062
1304889,184.31,-3.75,-17.56,-0.620,3.020,9.410,0.000,0.125,0.062
1304911,184.31,-3.75,-17.56,-0.600,3.010,9.390,-0.187,0.000,0.125
1304937,184.31,-3.75,-17.56,-0.590,3.010,9.400,0.000,-0.062,0.062
1304959,184.31,-3.75,-17.56,-0.600,3.020,9.400,0.187,0.250,0.125
1304981,184.31,-3.75,-17.56,-0.600,2.990,9.400,0.000,0.125,-0.062
1305007,184.31,-3.75,-17.56,-0.600,3.020,9.450,0.000,0.062,0.062
1305029,184.31,-3.75,-17.56,-0.630,3.010,9.390,0.062,0.062,0.125
1305051,184.31,-3.75,-17.56,-0.590,2.980,9.380,-0.125,-0.187,0.062
1305078,184.31,-3.75,-17.56,-0.580,2.990,9.410,0.000,-0.125,0.187
1305100,184.31,-3.75,-17.56,-0.600,3.020,9.410,0.000,0.000,0.062
1305122,184.31,-3.75,-17.56,-0.590,3.010,9.430,-0.125,-0.125,0.062
1305144,184.31,-3.75,-17.56,-0.610,3.010,9.430,-0.125,0.000,0.062
1305168,184.31,-3.75,-17.56,-0.590,2.990,9.390,0.125,-0.062,0.062
1305190,184.31,-3.75,-17.56,-0.610,3.010,9.400,0.187,0.062,-0.062
1305212,184.31,-3.75,-17.56,-0.600,2.990,9.390,0.187,0.062,0.062
1305239,184.31,-3.75,-17.56,-0.610,2.990,9.400,0.250,-0.062,0.125
1305261,184.31,-3.75,-17.56,-0.600,3.020,9.430,0.187,0.000,0.187
1305283,184.31,-3.75,-17.56,-0.600,3.020,9.410,0.062,-0.125,0.062
1305309,184.31,-3.75,-17.56,-0.590,3.010,9.390,-0.062,0.062,0.125
1305331,184.31,-3.75,-17.56,-0.610,3.010,9.410,0.125,0.125,0.000
1305353,184.31,-3.75,-17.56,-0.600,3.000,9.390,-0.250,-0.062,0.062
1305379,184.31,-3.75,-17.56,-0.610,3.010,9.410,-0.375,0.000,0.000
1305401,184.31,-3.75,-17.56,-0.600,3.000,9.400,-0.250,0.000,-0.062
1305423,184.31,-3.75,-17.56,-0.590,3.000,9.390,-0.375,-0.062,0.250
1305445,184.31,-3.75,-17.56,-0.580,3.010,9.400,-0.062,0.062,-0.062
1305470,184.31,-3.75,-17.56,-0.610,3.000,9.420,-0.062,0.062,-0.062
1305492,184.31,-3.75,-17.56,-0.620,2.990,9.410,0.062,-0.062,0.000
1305516,184.31,-3.75,-17.56,-0.610,3.010,9.420,-0.312,-0.187,0.062
1305540,184.31,-3.75,-17.56,-0.600,3.040,9.420,-0.562,-0.312,0.125
1305562,184.31,-3.75,-17.50,-0.600,3.010,9.470,-1.000,-0.312,0.187
1305584,184.31,-3.69,-17.44,-0.650,3.040,9.230,-3.375,-1.500,0.312
1305606,184.31,-3.69,-17.37,-0.580,2.980,9.300,-1.750,-0.312,0.125
1305630,184.31,-3.69,-17.37,-0.600,3.000,9.450,-1.187,0.125,-0.062
1305652,184.31,-3.69,-17.31,-0.590,2.940,9.360,-1.062,-0.250,0.125
1305674,184.31,-3.69,-17.31,-0.600,2.940,9.370,-0.625,-0.375,0.000
1305696,184.31,-3.69,-17.31,-0.620,2.960,9.430,0.562,0.312,-0.062
1305721,184.31,-3.69,-17.31,-0.580,2.980,9.420,1.062,0.312,0.062
1305743,184.31,-3.69,-17.37,-0.580,3.000,9.420,1.062,0.250,0.000
1305768,184.31,-3.69,-17.37,-0.620,3.020,9.400,0.687,0.562,-0.187
1305791,184.31,-3.69,-17.37,-0.600,2.960,9.440,0.437,0.437,-0.187
1305813,184.31,-3.69,-17.37,-0.610,2.960,9.390,-0.125,-0.250,0.125
1305837,184.31,-3.69,-17.37,-0.580,2.970,9.410,0.375,0.250,-0.125
1305861,184.31,-3.69,-17.37,-0.590,3.010,9.420,0.437,0.500,-0.250
1305883,184.31,-3.69,-17.37,-0.630,2.980,9.400,0.687,0.312,-0.187
1305905,184.31,-3.69,-17.37,-0.600,3.000,9.390,0.500,0.312,-0.062
1305931,184.31,-3.69,-17.37,-0.600,2.980,9.410,0.187,0.062,-0.125
1305953,184.31,-3.69,-17.37,-0.600,3.000,9.410,-0.062,-0.062,0.000
1305975,184.31,-3.69,-17.37,-0.580,3.000,9.450,-0.187,0.250,-0.062
1305997,184.31,-3.69,-17.37,-0.600,2.990,9.440,-0.125,0.062,-0.125
1306022,184.31,-3.69,-17.37,-0.590,2.990,9.400,0.312,0.000,-0.125
1306044,184.31,-3.69,-17.37,-0.600,3.000,9.390,0.312,0.062,0.000
1306069,184.31,-3.69,-17.37,-0.590,3.010,9.400,0.375,-0.125,-0.062
1306092,184.31,-3.69,-17.37,-0.600,3.010,9.420,0.187,-0.125,0.062
1306114,184.31,-3.69,-17.37,-0.590,3.020,9.450,-0.125,0.062,-0.062
1306137,184.31,-3.69,-17.37,-0.630,3.010,9.440,-0.250,0.125,-0.062
1306162,184.31,-3.69,-17.37,-0.600,3.000,9.400,-0.125,-0.187,-0.062
1306184,184.31,-3.69,-17.37,-0.620,3.000,9.390,-0.125,-0.062,0.000
1306206,184.31,-3.69,-17.37,-0.590,2.980,9.380,-0.125,0.187,-0.125
1306232,184.31,-3.69,-17.37,-0.620,3.010,9.410,0.000,-0.062,-0.062
1306254,184.31,-3.69,-17.37,-0.600,3.010,9.420,0.312,0.000,0.000
1306276,184.31,-3.69,-17.37,-0.600,3.010,9.430,0.250,0.187,-0.062
1306298,184.31,-3.69,-17.37,-0.630,3.000,9.400,-0.250,-0.062,0.062
1306323,184.31,-3.69,-17.37,-0.600,3.010,9.370,-0.375,-0.187,0.062
1306345,184.31,-3.69,-17.37,-0.600,2.970,9.400,-0.250,0.125,0.000
1306369,184.31,-3.69,-17.37,-0.600,2.990,9.410,0.062,0.062,-0.187
1306393,184.31,-3.69,-17.37,-0.610,3.010,9.430,0.000,0.312,-0.187
1306415,184.31,-3.69,-17.37,-0.600,3.010,9.400,-0.125,-0.062,0.000
1306437,184.31,-3.69,-17.37,-0.640,3.010,9.400,-0.125,0.062,0.062
1306463,184.31,-3.69,-17.37,-0.580,2.990,9.410,-0.062,-0.187,-0.062
1306485,184.31,-3.69,-17.37,-0.590,3.010,9.420,-0.375,0.062,-0.187
1306507,184.31,-3.69,-17.37,-0.580,3.010,9.420,-0.250,-0.125,-0.062
1306533,184.31,-3.69,-17.37,-0.610,2.990,9.410,-0.062,0.187,-0.125
1306555,184.31,-3.69,-17.37,-0.610,2.980,9.390,0.187,0.062,0.062
1306577,184.31,-3.69,-17.37,-0.600,3.020,9.440,0.312,0.062,0.125
1306599,184.31,-3.69,-17.37,-0.620,3.020,9.400,0.000,-0.062,0.000
1306624,184.31,-3.69,-17.37,-0.610,3.020,9.440,-0.312,-0.125,0.000
1306646,184.31,-3.69,-17.37,-0.600,2.990,9.410,-0.437,-0.375,0.187
1306669,184.31,-3.69,-17.37,-0.600,2.980,9.390,0.000,-0.062,0.062
1306694,184.31,-3.69,-17.37,-0.600,3.000,9.390,0.062,-0.125,-0.062
1306716,184.31,-3.69,-17.37,-0.600,3.010,9.420,0.562,0.062,0.000
1306738,184.31,-3.69,-17.37,-0.600,3.000,9.410,0.562,0.125,-0.062
1306764,184.31,-3.69,-17.37,-0.600,3.010,9.400,0.250,-0.312,0.125
1306786,184.31,-3.69,-17.37,-0.600,3.010,9.420,-0.125,-0.187,0.000
1306808,184.31,-3.69,-17.37,-0.600,3.010,9.400,-0.250,-0.125,0.187
1306834,184.31,-3.69,-17.37,-0.620,3.010,9.420,-0.187,0.000,0.000
1306856,184.31,-3.69,-17.37,-0.600,2.990,9.370,0.000,-0.062,0.062
1306878,184.31,-3.69,-17.37,-0.600,3.010,9.410,0.187,0.062,0.062
1306900,184.31,-3.69,-17.37,-0.600,3.010,9.430,0.187,-0.375,0.125
1306925,184.31,-3.69,-17.37,-0.580,2.990,9.430,0.250,-0.125,0.000
1306947,184.31,-3.69,-17.37,-0.580,3.020,9.420,0.125,0.000,-0.062
1306970,184.31,-3.69,-17.37,-0.600,2.990,9.400,-0.125,0.000,0.062
1306995,184.31,-3.69,-17.37,-0.610,3.000,9.420,0.062,0.125,0.062
1307017,184.31,-3.69,-17.37,-0.620,2.990,9.420,0.062,-0.125,0.062
1307039,184.31,-3.69,-17.37,-0.590,3.000,9.430,0.000,-0.125,0.062
1307065,184.31,-3.69,-17.37,-0.590,2.990,9.400,-0.062,0.125,0.062
1307087,184.31,-3.69,-17.37,-0.580,2.990,9.400,0.125,0.000,0.062
1307109,184.31,-3.69,-17.37,-0.600,3.010,9.380,0.250,0.125,0.000
1307135,184.31,-3.69,-17.37,-0.600,3.010,9.400,0.562,0.375,-0.187
1307157,184.31,-3.69,-17.44,-0.600,3.010,9.350,0.812,0.562,-0.187
1307179,184.31,-3.69,-17.44,-0.630,3.140,9.570,1.250,0.625,0.000
1307201,184.31,-3.69,-17.44,-0.610,2.930,9.430,-0.750,-0.750,0.125
1307226,184.31,-3.69,-17.44,-0.600,2.950,9.500,-0.062,0.187,-0.062
1307248,184.31,-3.69,-17.44,-0.650,3.050,9.490,-0.187,-0.250,0.062
1307270,184.31,-3.69,-17.44,-0.600,2.990,9.370,-0.500,-0.500,-0.125
1307296,184.31,-3.69,-17.44,-0.570,2.990,9.360,-0.062,-0.062,0.000
1307318,184.31,-3.69,-17.44,-0.600,3.010,9.420,0.375,-0.125,-0.125
1307340,184.31,-3.69,-17.44,-0.590,3.000,9.410,0.125,0.187,-0.062
1307366,184.31,-3.69,-17.44,-0.600,3.010,9.420,0.062,0.375,-0.125
1307388,184.31,-3.69,-17.44,-0.640,3.000,9.440,0.000,0.375,0.062
1307410,184.31,-3.69,-17.44,-0.630,2.980,9.400,-0.125,-0.250,0.187
1307437,184.31,-3.69,-17.44,-0.580,3.000,9.410,0.562,-0.125,0.375
1307459,184.31,-3.69,-17.44,-0.600,3.010,9.390,0.937,-0.250,0.187
1307481,184.31,-3.69,-17.50,-0.570,3.040,9.420,1.187,-0.125,0.187
1307503,184.31,-3.69,-17.50,-0.590,3.040,9.390,0.750,0.250,0.000
1307527,184.31,-3.69,-17.50,-0.600,3.050,9.420,-0.062,0.125,-0.250
1307549,184.31,-3.69,-17.50,-0.600,3.030,9.420,-0.750,-0.062,-0.312
1307571,184.31,-3.69,-17.50,-0.610,3.000,9.410,-1.250,0.187,-0.250
1307597,184.31,-3.69,-17.44,-0.600,2.980,9.390,-1.125,-0.062,-0.125
1307619,184.31,-3.69,-17.44,-0.620,2.930,9.350,-0.375,-0.062,0.000
1307641,184.31,-3.69,-17.44,-0.610,2.950,9.380,0.500,0.062,0.125
1307667,184.31,-3.69,-17.44,-0.600,3.010,9.400,1.125,0.125,0.187
1307689,184.31,-3.69,-17.50,-0.590,3.040,9.420,0.937,0.250,0.062
1307711,184.31,-3.69,-17.50,-0.590,3.080,9.430,0.500,0.125,0.125
1307738,184.31,-3.69,-17.50,-0.630,3.020,9.410,-0.562,-0.062,-0.187
1307760,184.31,-3.69,-17.50,-0.620,2.990,9.370,-1.000,-0.250,-0.250
1307783,184.31,-3.69,-17.44,-0.620,2.960,9.380,-0.812,-0.187,-0.125
1307805,184.31,-3.69,-17.44,-0.580,2.980,9.340,0.187,0.187,-0.062
1307829,184.31,-3.69,-17.44,-0.600,3.010,9.410,0.812,0.375,0.000
1307851,184.31,-3.69,-17.50,-0.630,3.020,9.410,1.062,0.312,0.000
1307878,184.31,-3.69,-17.50,-0.620,3.050,9.410,0.437,0.312,0.062
1307900,184.31,-3.69,-17.50,-0.600,3.050,9.440,-0.125,-0.062,-0.062
1307922,184.31,-3.69,-17.50,-0.600,3.020,9.420,-0.437,-0.187,0.062
1307949,184.31,-3.69,-17.50,-0.600,2.990,9.390,-0.187,-0.250,0.062
1307971,184.31,-3.69,-17.50,-0.580,3.000,9.380,0.250,-0.125,0.125
1307995,184.31,-3.69,-17.50,-0.600,3.010,9.380,0.500,0.187,0.000
1308019,184.31,-3.69,-17.50,-0.610,3.020,9.420,0.437,0.250,0.000
1308041,184.31,-3.69,-17.50,-0.600,3.050,9.410,0.312,0.250,0.000
1308064,184.31,-3.69,-17.50,-0.620,3.010,9.420,-0.187,0.062,0.000
1308089,184.31,-3.69,-17.50,-0.600,3.000,9.400,-0.375,-0.062,-0.062
1308111,184.31,-3.69,-17.50,-0.600,3.010,9.410,-0.125,-0.062,-0.062
1308133,184.31,-3.69,-17.50,-0.600,3.020,9.380,0.125,-0.125,0.000
1308155,184.31,-3.69,-17.50,-0.600,3.000,9.370,0.375,-0.062,0.062
1308180,184.31,-3.69,-17.50,-0.600,3.020,9.430,0.375,0.312,-0.125
1308202,184.31,-3.69,-17.50,-0.600,3.040,9.420,0.187,0.062,-0.062
1308227,184.31,-3.69,-17.50,-0.610,3.020,9.430,-0.187,-0.125,0.000
1308250,184.31,-3.69,-17.50,-0.610,3.030,9.440,-0.375,0.000,-0.187
1308272,184.31,-3.69,-17.50,-0.590,3.010,9.390,-0.187,0.000,0.062
1308296,184.31,-3.69,-17.50,-0.600,3.010,9.400,0.125,-0.062,0.062
1308320,184.31,-3.69,-17.50,-0.600,3.020,9.410,0.375,0.000,0.062
1308342,184.31,-3.69,-17.50,-0.600,3.000,9.380,0.187,0.125,0.000
1308364,184.31,-3.69,-17.50,-0.620,3.030,9.380,0.250,0.125,0.062
1308390,184.31,-3.69,-17.50,-0.590,3.040,9.460,-0.125,0.062,-0.125
1308412,184.31,-3.69,-17.50,-0.610,3.030,9.410,-0.062,0.062,-0.062
1308434,184.31,-3.69,-17.50,-0.610,3.020,9.380,0.187,-0.125,0.000
1308456,184.31,-3.69,-17.50,-0.580,3.060,9.370,0.187,0.062,0.000
1308481,184.31,-3.69,-17.50,-0.610,3.040,9.400,0.125,0.000,0.062
1308503,184.31,-3.69,-17.50,-0.610,3.020,9.410,0.125,0.125,0.000
1308527,184.31,-3.69,-17.50,-0.600,3.040,9.390,-0.062,0.000,0.062
1308551,184.31,-3.69,-17.50,-0.600,3.010,9.410,-0.125,-0.062,0.000
1308573,184.31,-3.69,-17.50,-0.600,3.020,9.390,0.000,0.062,-0.062
1308596,184.31,-3.69,-17.50,-0.590,3.010,9.400,0.062,0.000,-0.187
1308621,184.31,-3.69,-17.50,-0.600,3.040,9.430,0.125,-0.062,-0.125
1308643,184.31,-3.69,-17.50,-0.600,3.020,9.400,0.125,0.250,-0.125
1308665,184.31,-3.69,-17.50,-0.600,3.040,9.380,-0.062,0.250,-0.187
1308691,184.31,-3.69,-17.50,-0.610,3.040,9.440,-0.187,0.125,0.062
1308713,184.31,-3.69,-17.50,-0.590,3.030,9.380,-0.375,-0.187,0.000
1308735,184.31,-3.69,-17.50,-0.570,3.010,9.410,-0.250,-0.125,0.062
1308757,184.31,-3.69,-17.50,-0.590,3.030,9.400,0.125,0.000,0.000
1308782,184.31,-3.69,-17.50,-0.610,3.030,9.380,0.312,0.187,0.000
1308804,184.31,-3.69,-17.50,-0.600,3.030,9.390,0.125,0.125,-0.062
1308828,184.31,-3.69,-17.50,-0.600,3.060,9.410,0.187,0.437,-0.062
1308852,184.31,-3.69,-17.50,-0.640,3.030,9.410,-0.312,0.375,0.000
1308874,184.31,-3.69,-17.50,-0.600,3.020,9.420,-0.500,-0.125,0.062
1308896,184.31,-3.69,-17.50,-0.590,3.000,9.410,-0.437,-0.062,-0.062
1308922,184.31,-3.69,-17.50,-0.630,3.010,9.390,-0.375,0.062,-0.125
1308944,184.31,-3.69,-17.50,-0.570,2.980,9.400,0.000,-0.062,0.187
1308966,184.31,-3.69,-17.50,-0.590,3.010,9.380,0.062,0.000,0.250
1308992,184.31,-3.69,-17.50,-0.570,3.010,9.460,0.625,0.125,0.000
1309014,184.31,-3.69,-17.50,-0.590,3.070,9.390,0.687,0.187,-0.187
1309036,184.31,-3.69,-17.50,-0.590,3.040,9.380,0.312,0.312,-0.187
1309058,184.31,-3.69,-17.50,-0.610,3.030,9.400,-0.500,0.125,-0.187
1309083,184.31,-3.69,-17.50,-0.650,3.030,9.380,-0.875,0.250,-0.312
1309105,184.31,-3.69,-17.50,-0.610,3.000,9.400,-0.875,0.125,-0.062
1309128,184.31,-3.69,-17.50,-0.620,3.000,9.400,-0.437,-0.125,0.062
1309153,184.31,-3.69,-17.50,-0.600,2.990,9.410,0.000,-0.187,0.250
1309175,184.31,-3.69,-17.50,-0.600,3.010,9.410,0.500,-0.250,0.312
1309197,184.31,-3.69,-17.50,-0.580,3.030,9.390,0.687,0.125,0.000
1309223,184.31,-3.69,-17.50,-0.600,3.030,9.380,0.187,0.187,0.062
1309245,184.31,-3.69,-17.50,-0.600,3.010,9.410,-0.250,0.062,0.187
1309267,184.31,-3.69,-17.50,-0.610,3.030,9.420,-0.625,-0.125,0.000
1309293,184.31,-3.69,-17.50,-0.600,2.990,9.390,-0.562,0.125,0.000
1309315,184.31,-3.69,-17.50,-0.610,3.000,9.400,-0.187,0.062,-0.062
1309337,184.31,-3.69,-17.50,-0.600,2.990,9.400,0.000,0.062,-0.125
1309359,184.31,-3.69,-17.50,-0.590,3.010,9.380,0.187,-0.187,0.000
1309384,184.31,-3.69,-17.50,-0.600,3.040,9.410,0.187,0.000,0.062
1309406,184.31,-3.69,-17.50,-0.610,3.030,9.380,0.125,-0.125,0.187
1309428,184.31,-3.69,-17.50,-0.600,3.020,9.390,0.000,0.000,-0.125
1309454,184.31,-3.69,-17.50,-0.590,3.020,9.400,-0.125,-0.062,0.125
1309476,184.31,-3.69,-17.50,-0.580,3.020,9.420,0.062,-0.125,0.125
1309498,184.31,-3.69,-17.50,-0.600,3.010,9.410,0.125,0.000,0.187
1309524,184.31,-3.69,-17.50,-0.600,3.050,9.400,0.312,0.125,0.000
1309546,184.31,-3.69,-17.50,-0.600,3.020,9.420,0.187,-0.125,0.000
1309568,184.31,-3.69,-17.50,-0.590,3.020,9.370,-0.250,-0.062,-0.062
1309594,184.31,-3.69,-17.44,-0.630,3.020,9.430,-0.625,0.062,-0.125
1309616,184.31,-3.69,-17.44,-0.610,3.040,9.420,-0.312,-0.062,-0.125
1309638,184.31,-3.69,-17.44,-0.600,2.980,9.370,-0.062,0.062,-0.062
1309660,184.31,-3.69,-17.44,-0.600,3.000,9.390,0.187,0.125,-0.062
1309685,184.31,-3.69,-17.44,-0.600,3.020,9.380,0.125,0.000,0.000
1309707,184.31,-3.69,-17.44,-0.600,3.030,9.390,0.312,0.125,0.187
1309729,184.31,-3.69,-17.44,-0.610,3.070,9.420,0.312,-0.062,0.062
1309755,184.31,-3.69,-17.44,-0.580,3.020,9.440,-0.125,-0.062,-0.062
1309777,184.31,-3.69,-17.44,-0.590,3.020,9.410,-0.312,-0.062,-0.125
1309799,184.31,-3.69,-17.44,-0.600,3.010,9.380,-0.437,0.187,-0.187
1309825,184.31,-3.69,-17.44,-0.590,3.010,9.410,-0.125,0.000,-0.125
1309847,184.31,-3.69,-17.44,-0.610,3.020,9.390,0.000,0.250,-0.062
1309869,184.31,-3.69,-17.44,-0.600,3.030,9.400,0.000,0.312,-0.187
1309896,184.31,-3.69,-17.44,-0.630,3.010,9.430,0.062,0.187,0.000
1309918,184.31,-3.69,-17.44,-0.620,3.010,9.390,-0.250,0.250,-0.062
1309940,184.31,-3.69,-17.44,-0.600,2.990,9.410,-0.375,0.000,-0.062
1309962,184.31,-3.69,-17.44,-0.610,3.000,9.380,-0.125,-0.312,0.187
1309986,184.31,-3.69,-17.44,-0.600,3.010,9.420,0.250,-0.125,0.062
1310008,184.31,-3.69,-17.44,-0.600,3.030,9.400,0.250,0.062,0.000
1310030,184.31,-3.69,-17.44,-0.600,3.010,9.420,0.375,0.062,0.125
1310056,184.31,-3.69,-17.44,-0.620,3.030,9.410,-0.125,-0.062,-0.125
1310078,184.31,-3.69,-17.44,-0.620,3.020,9.430,-0.187,-0.062,-0.125
1310100,184.31,-3.69,-17.44,-0.600,3.000,9.420,-0.437,0.000,-0.125
1310127,184.31,-3.69,-17.44,-0.630,3.010,9.380,-0.062,-0.250,0.062
1310149,184.31,-3.69,-17.44,-0.610,3.010,9.390,0.250,-0.062,0.062
1310172,184.31,-3.69,-17.44,-0.600,3.020,9.390,0.375,-0.062,0.125
1310197,184.31,-3.69,-17.44,-0.600,3.070,9.410,0.437,-0.187,0.125
1310219,184.31,-3.69,-17.44,-0.600,3.070,9.390,0.187,-0.125,0.062
1310241,184.31,-3.69,-17.44,-0.610,3.020,9.400,0.062,0.187,-0.062
1310263,184.31,-3.69,-17.44,-0.600,3.030,9.400,-0.062,-0.187,0.062
1310287,184.31,-3.69,-17.44,-0.600,3.020,9.410,-0.125,-0.187,0.062
1310309,184.31,-3.69,-17.44,-0.620,3.000,9.400,0.125,0.062,-0.125
1310331,184.31,-3.69,-17.44,-0.610,3.010,9.390,0.312,0.125,-0.062
1310357,184.31,-3.69,-17.44,-0.590,3.000,9.510,0.187,-0.062,0.062
1310379,184.31,-3.69,-17.44,-0.630,3.030,9.340,-1.687,-1.000,0.375
1310401,184.31,-3.69,-17.44,-0.570,2.950,9.560,-0.750,-0.750,0.375
1310427,184.31,-3.69,-17.37,-0.600,2.990,9.430,-0.875,-0.187,0.187
1310449,184.31,-3.69,-17.37,-0.600,3.000,9.390,-0.812,-0.187,0.062
1310471,184.31,-3.69,-17.37,-0.610,2.960,9.380,-1.062,-0.437,0.062
1310498,184.31,-3.69,-17.31,-0.600,2.990,9.390,-0.500,-0.562,0.187
1310520,184.31,-3.69,-17.31,-0.580,2.980,9.410,0.562,0.000,0.000
1310542,184.31,-3.69,-17.37,-0.600,3.040,9.400,0.812,0.375,0.000
1310564,184.31,-3.69,-17.37,-0.590,2.990,9.420,0.625,0.187,-0.187
1310588,184.31,-3.69,-17.37,-0.610,3.020,9.370,0.812,0.250,0.000
1310610,184.31,-3.69,-17.44,-0.610,3.020,9.430,1.312,0.312,0.000
1310632,184.31,-3.69,-17.44,-0.620,3.080,9.440,1.562,0.312,-0.187
1310659,184.31,-3.69,-17.44,-0.610,3.010,9.260,0.375,0.250,-0.125
1310681,184.31,-3.69,-17.44,-0.590,3.010,9.430,0.562,-0.250,0.187
1310703,184.31,-3.69,-17.50,-0.610,3.080,9.520,0.937,0.250,0.125
1310729,184.31,-3.69,-17.50,-0.590,2.980,9.380,-0.125,-0.125,-0.062
1310751,184.31,-3.69,-17.50,-0.580,3.030,9.410,-0.125,-0.062,0.000
1310773,184.31,-3.69,-17.50,-0.630,3.060,9.460,-0.187,0.000,0.000
1310799,184.31,-3.69,-17.50,-0.610,3.000,9.380,-0.125,-0.375,0.000
1310821,184.31,-3.69,-17.50,-0.580,3.010,9.380,0.125,-0.062,0.250
1310843,184.31,-3.69,-17.50,-0.600,3.010,9.420,0.312,0.000,0.000
1310865,184.31,-3.69,-17.50,-0.600,3.050,9.410,0.312,-0.125,0.062
1310890,184.31,-3.69,-17.50,-0.590,3.010,9.450,0.062,-0.125,0.125
1310912,184.31,-3.69,-17.50,-0.600,3.030,9.400,-0.125,-0.062,-0.062
1310936,184.31,-3.69,-17.50,-0.610,3.000,9.380,-0.250,-0.062,-0.062
1310960,184.31,-3.69,-17.50,-0.590,3.020,9.380,0.062,0.062,0.125
1310982,184.31,-3.69,-17.50,-0.590,3.030,9.400,0.312,0.000,0.062
1311004,184.31,-3.69,-17.50,-0.590,3.010,9.410,0.125,0.000,0.000
1311030,184.31,-3.69,-17.50,-0.620,3.020,9.400,0.312,-0.062,0.062
1311052,184.31,-3.69,-17.50,-0.600,3.020,9.410,0.375,0.000,-0.062
1311074,184.31,-3.69,-17.50,-0.600,3.020,9.390,0.125,0.000,0.000
1311100,184.31,-3.69,-17.50,-0.610,3.030,9.420,0.062,-0.125,0.062
1311122,184.31,-3.69,-17.50,-0.600,3.040,9.430,-0.062,-0.250,0.062
1311144,184.31,-3.69,-17.50,-0.600,3.020,9.390,0.000,-0.125,0.062
1311166,184.31,-3.69,-17.50,-0.600,3.010,9.380,0.062,-0.125,0.000
1311191,184.31,-3.69,-17.50,-0.620,3.020,9.400,0.000,0.000,-0.062
1311213,184.31,-3.69,-17.50,-0.600,3.030,9.380,-0.125,0.000,0.000
1311237,184.31,-3.69,-17.50,-0.610,3.010,9.380,0.187,-0.187,0.062
1311261,184.31,-3.69,-17.50,-0.600,3.020,9.420,0.250,-0.187,0.000
1311283,184.31,-3.69,-17.50,-0.600,3.030,9.390,0.375,-0.125,0.062
1311305,184.31,-3.69,-17.50,-0.610,3.050,9.420,0.250,-0.125,0.000
1311331,184.31,-3.69,-17.50,-0.600,3.050,9.390,-0.062,0.000,-0.062
1311353,184.31,-3.69,-17.50,-0.600,3.050,9.360,0.000,0.062,0.062
1311375,184.31,-3.69,-17.50,-0.580,3.040,9.400,-0.187,-0.250,0.000
1311401,184.31,-3.69,-17.50,-0.600,3.000,9.440,-0.125,-0.187,-0.062
1311423,184.31,-3.69,-17.50,-0.610,3.000,9.390,0.062,-0.250,0.062
1311445,184.31,-3.69,-17.50,-0.610,3.010,9.410,0.250,-0.125,0.125
1311467,184.31,-3.69,-17.50,-0.610,3.020,9.380,0.062,0.000,0.125
1311492,184.31,-3.69,-17.50,-0.590,3.030,9.370,0.125,0.000,0.000
1311514,184.31,-3.69,-17.50,-0.600,3.020,9.410,0.187,0.000,0.000
1311536,184.31,-3.69,-17.50,-0.600,3.020,9.420,0.125,0.187,0.000
1311562,184.31,-3.69,-17.50,-0.600,3.010,9.410,-0.062,0.187,-0.062
1311584,184.31,-3.69,-17.50,-0.610,3.030,9.400,-0.062,0.125,-0.062
1311606,184.31,-3.69,-17.50,-0.620,3.030,9.430,-0.062,0.125,-0.125
1311632,184.31,-3.69,-17.50,-0.620,3.040,9.400,0.000,-0.187,0.062
1311654,184.31,-3.69,-17.50,-0.600,3.020,9.390,0.125,-0.062,0.062
1311676,184.31,-3.69,-17.50,-0.600,3.060,9.390,0.250,0.187,0.000
1311702,184.31,-3.69,-17.50,-0.600,3.030,9.380,-0.187,0.062,-0.125
1311724,184.31,-3.69,-17.50,-0.590,3.040,9.370,-0.375,0.125,0.000
1311746,184.31,-3.69,-17.50,-0.610,3.030,9.420,-0.187,-0.062,0.062
1311768,184.31,-3.69,-17.50,-0.610,3.030,9.420,-0.250,-0.187,0.000
1311793,184.31,-3.69,-17.50,-0.620,3.010,9.430,-0.375,-0.187,0.125
1311815,184.31,-3.69,-17.50,-0.560,3.070,9.380,-0.500,-0.312,0.312
1311837,184.31,-3.62,-17.44,-0.650,3.100,9.200,-1.375,-0.625,0.250
1311863,184.31,-3.62,-17.44,-0.590,3.040,9.520,-0.125,0.375,0.125
1311885,184.31,-3.62,-17.44,-0.640,3.010,9.370,-1.187,-0.187,0.062
1311907,184.31,-3.62,-17.37,-0.610,2.980,9.360,-1.437,-0.875,0.062
1311929,184.31,-3.62,-17.37,-0.600,3.020,9.400,-1.187,-0.375,0.187
1311954,184.31,-3.62,-17.37,-0.580,2.980,9.410,-0.500,-0.125,-0.062
1311976,184.31,-3.62,-17.37,-0.570,2.990,9.340,-0.187,-0.125,0.062
1312001,184.31,-3.62,-17.37,-0.610,2.970,9.410,0.812,0.437,-0.187
1312024,184.31,-3.62,-17.37,-0.600,3.010,9.390,1.250,0.625,-0.187
1312046,184.31,-3.62,-17.44,-0.600,3.010,9.380,1.437,0.625,-0.312
1312068,184.31,-3.62,-17.44,-0.630,3.110,9.450,1.500,0.500,-0.187
1312094,184.31,-3.62,-17.44,-0.600,3.010,9.290,0.000,-0.062,0.125
1312116,184.31,-3.62,-17.44,-0.580,3.010,9.380,0.187,0.062,0.125
1312138,184.31,-3.62,-17.44,-0.590,3.040,9.450,0.437,0.500,-0.062
